,Open,High,Low,Close,Volume
2025-02-12 19:30:00,408.6549,408.8645,408.5451,408.7248,3023
2025-02-12 19:15:00,408.6150,408.6848,408.4853,408.6150,2596
2025-02-12 19:00:00,408.4952,408.6250,408.4653,408.5551,3174
2025-02-12 18:45:00,408.6050,408.6349,408.4653,408.5351,4835
2025-02-12 18:30:00,408.2956,408.6050,408.2856,408.5302,2183
2025-02-12 18:15:00,408.2857,408.5551,408.2657,408.2856,2270
2025-02-12 18:00:00,408.4353,408.5751,408.2956,408.4304,1881
2025-02-12 17:45:00,408.2956,408.5751,408.2657,408.4353,1397
2025-02-12 17:30:00,408.3256,413.7148,408.2557,408.2956,3311
2025-02-12 17:15:00,408.2557,436.1456,383.1655,408.2956,2404224
2025-02-12 17:00:00,408.3340,408.3355,408.2557,408.2956,7744
2025-02-12 16:45:00,408.3006,408.3355,408.2557,408.3156,3266
2025-02-12 16:30:00,408.2956,408.3555,408.2258,408.3355,77958
2025-02-12 16:15:00,408.3605,408.4353,408.2258,408.2906,42269
2025-02-12 16:00:00,408.1160,408.5950,407.8565,408.4353,6145281
2025-02-12 15:45:00,407.7567,408.3256,407.1878,408.1359,1138424
2025-02-12 15:30:00,407.3974,407.9763,407.3276,407.7647,400092
2025-02-12 15:15:00,407.8515,407.8515,407.3375,407.3974,392440
2025-02-12 15:00:00,408.8545,408.8745,407.7966,407.8365,414368
2025-02-12 14:45:00,408.9838,409.5831,408.7248,408.7946,294813
2025-02-12 14:30:00,408.6599,409.0342,408.5052,408.9843,233973
2025-02-12 14:15:00,408.8146,408.9643,408.5052,408.6357,256060
2025-02-12 14:00:00,409.2138,409.3086,408.7348,408.8303,236184
2025-02-12 13:45:00,408.9443,409.4234,408.9345,409.1938,234599
2025-02-12 13:30:00,409.5132,409.5591,408.9344,408.9543,186367
2025-02-12 13:15:00,409.5731,409.7812,409.1340,409.5581,193263
2025-02-12 13:00:00,409.7777,409.9324,409.1439,409.5681,291165
2025-02-12 12:45:00,408.5401,409.9112,408.5202,409.7877,317144
2025-02-12 12:30:00,408.3954,408.6749,408.1160,408.5651,297554
2025-02-12 12:15:00,408.2457,408.6749,408.0037,408.4104,247972
2025-02-12 12:00:00,408.5152,408.7647,407.9513,408.2258,590974
2025-02-12 11:45:00,407.8665,408.5850,407.3077,408.5850,267194
2025-02-12 11:30:00,406.8236,407.8665,406.8236,407.8665,252130
2025-02-12 11:15:00,406.8858,407.0182,406.3894,406.7637,327972
2025-02-12 11:00:00,407.4224,407.4773,406.5890,406.8834,344099
2025-02-12 10:45:00,407.6569,407.7433,406.8385,407.3891,424523
2025-02-12 10:30:00,408.2058,409.1439,407.3974,407.6469,582288
2025-02-12 10:15:00,406.5491,408.7946,406.2199,408.2093,510034
2025-02-12 10:00:00,407.4773,407.5371,406.1798,406.5291,610522
2025-02-12 09:45:00,407.0581,408.0167,406.9383,407.4373,575280
2025-02-12 09:30:00,406.3994,408.0361,403.5624,407.0481,1899665
2025-02-12 09:15:00,406.8984,447.9266,406.1699,406.4293,59371
2025-02-12 09:00:00,407.0282,407.1779,406.2896,406.8884,43370
2025-02-12 08:45:00,406.4693,407.5371,406.3196,406.9982,43116
2025-02-12 08:30:00,410.4114,410.4813,406.2397,406.4892,150609
2025-02-12 08:15:00,410.5992,410.9292,410.1819,410.3565,4356
2025-02-12 08:00:00,410.0621,411.1499,409.4334,410.5811,1027390
2025-02-12 07:45:00,410.2318,410.4214,410.1419,410.4214,5885
2025-02-12 07:30:00,410.1320,410.2617,410.0322,410.1918,1958
2025-02-12 07:15:00,410.0421,410.2417,409.9723,410.1120,6349
2025-02-12 07:00:00,410.1619,410.1819,409.9823,409.9922,4132
2025-02-12 06:45:00,410.1719,410.1719,410.1220,410.1320,450
2025-02-12 06:30:00,410.1020,410.1719,410.0022,410.1320,1362
2025-02-12 06:15:00,410.1719,410.2218,410.0521,410.1020,1349
2025-02-12 06:00:00,410.0920,410.1819,409.9823,410.1819,1305
2025-02-12 05:45:00,410.0421,410.1519,409.9823,410.1020,1110
2025-02-12 05:30:00,409.8924,409.9922,409.8326,409.9922,991
2025-02-12 05:15:00,409.9523,409.9523,409.8625,409.9423,579
2025-02-12 05:00:00,410.0122,410.0621,409.8625,409.9723,815
2025-02-12 04:45:00,409.9922,410.0821,409.7827,409.9922,1147
2025-02-12 04:30:00,409.5831,410.0621,409.5831,410.0322,1376
2025-02-12 04:15:00,409.5831,409.8924,409.4533,409.5831,2433
2025-02-12 04:00:00,410.2817,410.4314,409.3835,409.5930,6118
2025-02-11 19:45:00,410.7308,410.8805,410.4813,410.4863,2790
2025-02-11 19:30:00,410.6310,410.8805,410.4813,410.7308,7192
2025-02-11 19:15:00,410.7308,410.7807,410.4813,410.5811,574
2025-02-11 19:00:00,410.4014,410.9603,410.3914,410.6210,821
2025-02-11 18:45:00,410.6210,410.9803,410.3815,410.6908,2711
2025-02-11 18:30:00,410.4813,410.6809,410.3116,410.5811,1375
2025-02-11 18:15:00,410.4563,416.2298,410.2817,410.4813,2008
2025-02-11 18:00:00,410.4563,410.6809,410.2996,410.4813,1816
2025-02-11 17:45:00,410.4912,410.5312,410.4314,410.4314,2083
2025-02-11 17:30:00,410.4314,410.5511,410.3815,410.4813,1720
2025-02-11 17:15:00,410.4613,410.5411,410.3815,410.5312,2353
2025-02-11 17:00:00,410.6310,420.7082,386.6076,410.4613,11708
2025-02-11 16:45:00,410.4364,431.2749,392.9007,410.5811,446255
2025-02-11 16:30:00,410.7108,410.7601,410.2218,410.5012,4644
2025-02-11 16:15:00,410.6459,410.9204,410.2218,410.7208,957928
2025-02-11 16:00:00,410.7008,410.9803,410.2817,410.6709,9490014
2025-02-11 15:45:00,410.8006,411.0102,410.1684,410.7308,804517
2025-02-11 15:30:00,410.8306,410.9404,410.4947,410.8206,302132
2025-02-11 15:15:00,410.8595,411.0801,410.5611,410.8310,260111
2025-02-11 15:00:00,410.1120,410.8505,410.1120,410.8406,305695
2025-02-11 14:45:00,410.2061,410.4014,410.0422,410.0871,235323
2025-02-11 14:30:00,409.7777,410.3415,409.6130,410.2018,268002
2025-02-11 14:15:00,409.4034,409.8126,409.3293,409.7427,179364
2025-02-11 14:00:00,409.4334,409.6130,409.2737,409.4049,188890
2025-02-11 13:45:00,409.6230,409.7727,409.1739,409.4433,153097
2025-02-11 13:30:00,409.1389,409.9023,409.0841,409.6649,203299
2025-02-11 13:15:00,409.0591,409.1739,408.7348,409.1639,232956
2025-02-11 13:00:00,409.2534,409.3535,409.0342,409.0581,277566
2025-02-11 12:45:00,409.2338,409.5232,409.1640,409.2537,177103
2025-02-11 12:30:00,409.5132,409.7427,409.1140,409.2038,191035
2025-02-11 12:15:00,409.0541,409.7727,408.9344,409.4712,794481
2025-02-11 12:00:00,409.5332,409.6529,408.7348,409.0641,379121
